# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.5,4.75,-179.55997132621692,0,7.0,-0.0040675440106959365,0.0,0.0,0.0
 0.07917228141408329,14.478061771486932,4.74983151220777,-179.55997132621692,0.5542059698985831,7.0,-0.0040675440106959365,0.0,-0.15626240698182692,0.0
 0.11178833873885456,14.456263060690015,4.749666035111581,-179.56506798984077,0.782518371171982,7.000000000000001,-0.004005840200281375,0.0,-0.20024882411557932,0.0
 0.13669436389498069,14.434603162981317,4.7495034972928245,-179.57005539209166,0.9568605472648649,7.000000000000003,-0.0039411059866708235,0.0,-0.2333282139724575,0.0
 0.1575899774347048,14.4130813737329,4.749343827332889,-179.57493092827875,1.1031298420429336,6.999999999999999,-0.0038732523829237784,0.0,-0.2598701404144197,0.0
 0.17591074381985605,14.391696988316832,4.749186953813166,-179.57969194841178,1.2313752067389925,7.000000000000002,-0.003802188184204739,0.0,-0.28172588728057624,0.0
 0.19239417100970593,14.370449302105182,4.749032805315045,-179.58433575656224,1.3467591970679416,6.999999999999995,-0.003727821388535968,0.0,-0.2998919300201263,0.0
 0.2074791175841927,14.349337610470014,4.748881310419915,-179.58885961030472,1.4523538230893491,7.000000000000007,-0.003650053634427498,0.0,-0.31497485009531123,0.0
 0.22145201032362982,14.32836120878339,4.7487323977091656,-179.59326072010072,1.5501640722654089,6.999999999999998,-0.003568788530656953,0.0,-0.32737256550290667,0.0
 0.23451214139894885,14.30751939241738,4.748585995764188,-179.59753624871666,1.6415849897926422,7.000000000000011,-0.003483925346674968,0.0,-0.3373591284540543,0.0
 0.24680486317689185,14.286811456744047,4.748442033166371,-179.60168331062198,1.727634042238243,6.999999999999987,-0.0033953602445473195,0.0,-0.3451294332329639,0.0
 0.25844009448690825,14.26623669713546,4.748300438497106,-179.60569897140957,1.8090806614083577,6.9999999999999885,-0.0033029908075963474,0.0,-0.35082487879699165,0.0
 0.26950337994409523,14.245794408963684,4.748161140337782,-179.60958024718917,1.8865236596086667,7.000000000000015,-0.003206705579129751,0.0,-0.35454908324190765,0.0
 0.28006286804741926,14.225483887600783,4.748024067269789,-179.61332410401573,1.9604400763319352,7.000000000000027,-0.003106397217560846,0.0,-0.35637799812479193,0.0
 0.29017391111302265,14.205304428418826,4.747889147874517,-179.61692745730238,2.031217377791159,7.000000000000011,-0.0030019505068647873,0.0,-0.35636669088433254,0.0
 0.29988220882948774,14.185255326789875,4.747756310733355,-179.6203871712337,2.0991754618064147,7.0,-0.0028932514182264,0.0,-0.3545540493381546,0.0
 0.30922602247787273,14.165335878085997,4.747625484427695,-179.623700058199,2.1645821573451096,7.0,-0.00278018168325518,0.0,-0.35096613346086875,0.0
 0.31823777521824476,14.145545377679262,4.747496597538925,-179.626862878214,2.227664426527714,7.000000000000012,-0.0026626207594380533,0.0,-0.34561862484565775,0.0
 0.326945234611054,14.125883120941731,4.747369578648436,-179.62987233835526,2.2886166422773786,6.999999999999988,-0.0025404457301301557,0.0,-0.33851865264758274,0.0
 0.3353724034847585,14.106348403245471,4.747244356337617,-179.632725092208,2.34760682439331,6.999999999999994,-0.002413531175612759,0.0,-0.32966617610521076,0.0
 0.3435402025828643,14.08694051996255,4.747120859187859,-179.63541773930388,2.4047814180800504,7.000000000000007,-0.0022817473197572747,0.0,-0.31905505314293325,0.0
 0.35146700159337274,14.067658766465032,4.746999015780551,-179.63794682458342,2.4602690111536094,6.999999999999965,-0.0021449608979075244,0.0,-0.3066738727917249,0.0
 0.35916903782406834,14.04850243812498,4.746878754697083,-179.64030883786268,2.5141832647684788,7.000000000000021,-0.0020030385301382306,0.0,-0.2925066109046243,0.0
 0.3666607503033642,14.029470830314466,4.746760004518846,-179.64250021328988,2.5666252521235493,6.999999999999933,-0.0018558455904527313,0.0,-0.27653315956741986,0.0
 0.37395504931305723,14.010563238405553,4.746642693827227,-179.64451732884186,2.6176853451914006,7.000000000000015,-0.0017032370169704754,0.0,-0.258729750726469,0.0
 0.3810635359932915,13.991778957770304,4.7465267512036196,-179.64635650582866,2.6674447519530404,6.999999999999977,-0.0015450713890355914,0.0,-0.23906929507930258,0.0
 0.3879966828896291,13.973117283780791,4.746412105229413,-179.64801400836984,2.7159767802274035,7.000000000000024,-0.0013812026878304807,0.0,-0.217521669686026,0.0
 0.3947639836199405,13.954577511809074,4.7462986844859945,-179.64948604292397,2.7633478853395834,7.000000000000016,-0.0012114784711952553,0.0,-0.19405395449438492,0.0
 0.4013740778880798,13.936158937227223,4.746186417554757,-179.65076875785627,2.809618545216559,7.000000000000008,-0.0010357533347139446,0.0,-0.1686306104741664,0.0
 0.40783485663880675,13.9178608554073,4.746075233017088,-179.65185824292118,2.854843996471647,6.999999999999965,-0.0008538680801176989,0.0,-0.141213659678863,0.0
 0.4141535510832551,13.899682561721376,4.745965059454378,-179.65275052888805,2.899074857582786,7.000000000000052,-0.0006656672305938775,0.0,-0.11176280463292834,0.0
 0.4203368085233293,13.881623351541512,4.745855825448019,-179.65344158708132,2.942357659663305,7.0,-0.0004709725660509801,0.0,-0.08023555023316464,0.0
 0.4263907572946284,13.863682520239777,4.745747459579399,-179.65392732899207,2.984735301062399,7.0000000000000275,-0.0002696482333507145,0.0,-0.046587298573399986,0.0
