# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.0,4.75,-0.02396793364193937,0,7.0,-0.06994387301156274,180.0,0.0,-0.0006384336636198833
 0.05850320514767866,2.0119791864958043,4.749994988874116,-0.02396793364193937,0.4095224360337506,7.0,-0.06994387301156274,179.9999626495844,-1.9834908175963646,-0.00463743999635311
 0.08266423985708427,2.0239168074838085,4.74998001029367,-0.07189112413167244,0.5786496789995897,6.999999999999996,-0.07009665441678233,179.9998506042357,-2.588418088394939,-0.010098293298716744
 0.10115474940297903,2.035812955214899,4.749955146454463,-0.11975229350390573,0.7080832458208531,7.000000000000003,-0.07024721516852415,179.99966388164705,-3.0743112902038283,-0.01681127485899702
 0.11670207374446494,2.0476677219399617,4.749920479552301,-0.16754960825939666,0.8169145162112544,6.999999999999996,-0.07039549737499069,179.99940251130423,-3.493861752197139,-0.02459285756517668
 0.13036363473812537,2.059481199909885,4.74987609178299,-0.2152812136904552,0.9125454431668774,6.999999999999991,-0.07054144228497858,179.9990665344806,-3.8692707557278974,-0.03332603277222885
 0.14268224021435455,2.0712534813755537,4.7498220653423315,-0.26294523361097827,0.9987756815004816,6.999999999999997,-0.07068499027097067,179.99865600423078,-4.212504454263626,-0.04292812176562653
 0.15398063456590705,2.0829846585878546,4.749758482426132,-0.31053977014292017,1.0778644419613492,7.000000000000015,-0.07082608020174964,179.9981709853823,-4.5309068776859185,-0.05333674230810265
 0.1644692927189465,2.0946748237976753,4.7496854252301945,-0.3580629035062231,1.1512850490326254,7.0,-0.07096465025975146,179.99761155452524,-4.829372338172034,-0.06450263920034224
 0.17429454224246352,2.106324069255902,4.749602975950325,-0.4055126917707341,1.2200617956972446,7.000000000000009,-0.07110063768434874,179.99697780000017,-5.1113554625027335,-0.07638559608681211
 0.18356301892032562,2.1179324872134213,4.749511216782326,-0.45288717066720374,1.2849411324422793,6.999999999999997,-0.07123397812656125,179.9962698218843,-5.379400572809046,-0.08895191360734438
 0.19235529642102395,2.1295001699211187,4.749410229922004,-0.5001843532907565,1.3464870749471676,7.0,-0.07136460648576011,179.99548773197566,-5.6354439867610315,-0.10217275931240208
 0.2007340287386133,2.141027209629882,4.749300097565162,-0.5474022299465956,1.4051382011702929,6.999999999999987,-0.07149245638991261,179.99463165377523,-5.880998146236468,-0.11602303731380714
 0.2087490861710252,2.1525136985905977,4.749180901907605,-0.5945387678485888,1.4612436031971763,7.000000000000011,-0.07161746054824178,179.99370172246768,-6.117269653230533,-0.1304805850452687
 0.2164409398467551,2.163959729054152,4.749052725145137,-0.6415919109162213,1.5150865789272856,6.999999999999989,-0.07173955021566274,179.99269808489998,-6.345238082701421,-0.14552558506390348
 0.2238429739385423,2.1753653932714316,4.748915649473563,-0.6885595795248836,1.566900817569796,7.000000000000015,-0.07185865554469863,179.99162089955811,-6.565710437390348,-0.16114012329138283
 0.23098311379000958,2.186730783493323,4.748769757088687,-0.735439670272089,1.616881796530067,7.000000000000008,-0.07197470542906373,179.99047033654213,-6.779359852140531,-0.1773078502119698
 0.23788500223628614,2.1980559919707128,4.748615130186312,-0.7822300557087289,1.665195015654003,6.999999999999996,-0.07208762787208506,179.98924657753932,-6.986753792600165,-0.19401371620784616
 0.24456886855941634,2.209341110954488,4.748451850962247,-0.8289285840910914,1.7119820799159142,6.99999999999998,-0.07219734903178339,179.98794981579533,-7.188375039813597,-0.2112437614336971
 0.2510521829167796,2.2205862326955343,4.748280001612291,-0.8755330791928266,1.7573652804174573,7.000000000000035,-0.07230379438416096,179.98658025608393,-7.384637557779037,-0.22898494682381512
 0.25735015765018787,2.2317914494447395,4.748099664332251,-0.9220413399470967,1.801451103551315,6.999999999999973,-0.072406887761451,179.9851381146745,-7.575898760518789,-0.247225016391356
 0.26347613712757667,2.242956853452989,4.747910921317931,-0.96845114027681,1.8443329598930367,7.000000000000018,-0.07250655199520671,179.9836236192978,-7.76246905156094,-0.2659523837396834
 0.2694419050038419,2.2540825369711697,4.747713854765137,-1.0147602287851154,1.8860933350268934,7.0,-0.07260270820157146,179.98203700911026,-7.94461940361521,-0.2851560378527759
 0.2752579293345104,2.265168592250169,4.747508546869671,-1.0609663285344422,1.9268055053415727,7.00000000000001,-0.07269527629382314,179.98037853465607,-8.122587399911119,-0.30482546395247473
 0.28093356025515237,2.276215111540872,4.747295079827339,-1.1070671367369949,1.9665349217860666,6.99999999999999,-0.07278417524065744,179.97864845782746,-8.296582145784384,-0.3249505765461232
 0.2864771909910186,2.287222187094167,4.747073535833944,-1.153060324523004,2.00534033693713,6.99999999999999,-0.07286932176160303,179.97684705182368,-8.466788257253198,-0.3455216625511754
 0.29189639018749963,2.2981899111609394,4.746843997085292,-1.1989435366434857,2.043274731312497,6.999999999999939,-0.0729506318450257,179.97497460110762,-8.633369167206334,-0.36652933241427144
 0.29719801157173437,2.3091183759920755,4.746606545777185,-1.2447143912383396,2.08038608100214,6.999999999999958,-0.07302801986883055,179.97303140136094,-8.796469838311014,-0.3879644780090889
 0.302388285521046,2.320007673838463,4.746361264105431,-1.290370479486031,2.1167179986473217,7.000000000000032,-0.07310139870412051,179.97101775943747,-8.956219083536984,-0.40981823618654456
 0.30747289606051115,2.330857896950988,4.746108234265831,-1.3359093654319418,2.1523102724235774,6.999999999999967,-0.07317067967662289,179.9689339933145,-9.112731445840407,-0.43208195684149564
